step,slope,roughness,curvature,variance,traversability_label
0.169668,49.3584,0.0149599,0.0191194,6.49415e-05,0
0.219649,48.9246,0.00601133,0.00274674,0.00752718,0
0.182136,45.0168,0.0151894,0.0192194,0,0
0.147823,42.5833,0.00756869,0.00560824,0.00480682,0
0.128383,35.9918,0.00696494,0.00478732,0,0
0.203417,48.9937,0.00520453,0.00214731,0,0
0.165334,71.9163,0.0197936,0.0778419,0.00416753,0
0.165334,69.1191,0.0108366,0.0214686,0,0
0.134075,43.9413,0.00109907,0.000124072,0,0
0.118928,30.2849,0.0228917,0.104132,0.000943524,0
0.209396,64.9188,0.00716716,0.00649718,0,0
0.145618,77.9839,0.01978,0.0816503,0,0
0.140346,45.4153,0.000602512,3.691e-05,0.00770969,0
0.149813,71.2034,0.0192914,0.0846658,0.00110783,0
0.117557,56.4349,0.0108675,0.0268864,0,0
0.122061,33.798,0.010017,0.0101892,0.00064328,0
0.155833,43.7085,0.00414296,0.0014725,0.00261338,0
0.110525,39.0452,0.00241104,0.000658826,0.00985847,0
0.252114,74.9873,0.0223036,0.0544674,0,0
0.169792,69.2804,0.00944632,0.0156908,0,0
0.125494,35.0615,0.00162038,0.000290721,0.0635026,0
0.126905,41.0511,0.00171043,0.000306106,0.0234552,0
0.14013,38.9157,0.000336029,1.17237e-05,0.0141267,0
0.288723,78.7781,0.0170766,0.0267933,0.011272,0
0.356795,81.5226,0.0121064,0.00639109,0,0
0.114419,65.8206,0.0133208,0.0455091,0,0
0.193035,72.1809,0.0202169,0.0531985,0.0244554,0
0.113536,35.9856,0.00869416,0.00845731,0.0252733,0
0.175262,56.6414,0.00763431,0.0113945,0.00383177,0
0.175262,56.3712,0.00733199,0.0102662,0,0
0.11278,33.1474,0.0139544,0.0198343,0.0200177,0
0.121878,37.2457,7.12066e-05,5.56003e-07,0,0
0.164959,69.1205,0.00953842,0.0171838,3.43798e-05,0
0.106476,27.9864,0.0177954,0.0338445,0,0
0.199916,78.302,0.0185841,0.048699,0,0
0.161379,69.1851,0.0174746,0.0594754,0.00264205,0
0.194047,52.9172,0.0175271,0.0231567,0,0
0.105793,49.8397,0.00296939,0.00263392,0,0
0.00987077,3.88866,0.000456077,3.01944e-05,0.00137242,1
0.0115516,4.06862,0.000379773,1.79827e-05,0.000915215,1
0.0126936,4.31962,0.000907435,0.000102627,0.000410377,1
0.00898504,3.32346,0.000261464,8.53096e-06,0.00045319,1
0.00870609,3.33147,0.000430364,2.68913e-05,0.00055535,1
0.0104578,4.21792,0.00065605,6.24754e-05,0.000132302,1
0.010088,3.87086,0.000463081,2.67435e-05,8.38995e-05,1
0.115784,46.6632,0.00651095,0.0115529,0,0
0.00692677,2.93748,0.000365398,1.93967e-05,0.00107575,1
0.00968575,4.2192,1.50459e-05,3.28662e-08,0.00128032,1
0.0145471,4.76102,0.000613486,4.68808e-05,0.000739018,1
0.00961685,3.50492,0.00109697,0.000150113,0.000352765,1
0.00786519,2.86227,0.000559954,3.9143e-05,0.000490789,1
0.00905037,3.62073,0.000221284,7.10985e-06,0.000684067,1
0.00904822,4.20166,0.000176283,4.51249e-06,0.000168654,1
0.0116887,3.7533,0.000566548,4.00344e-05,9.68289e-05,1
0.0102937,3.40613,0.000765207,7.30579e-05,0.000278985,1
0.0100496,3.40746,0.000390696,1.90463e-05,7.30517e-05,1
0.105063,60.1483,0.010954,0.0248921,0,0
0.00677013,2.8408,1.83735e-05,4.90574e-08,0.00111236,1
0.00996518,4.35659,2.64954e-05,1.0191e-07,0.00166922,1
0.0134509,4.30296,0.000215513,5.78933e-06,0.00043254,1
0.0107985,3.23693,0.000458079,2.6187e-05,0.00060769,1
0.00905037,3.13244,0.000677737,5.73268e-05,0.000420262,1
0.00627756,2.73365,0.00054445,4.30697e-05,0.000910574,1
0.0097065,4.32757,7.86162e-06,8.97308e-09,0.000314838,1
0.0117953,3.77498,0.00120141,0.00018,0.000270347,1
0.010046,3.39661,0.000427525,2.28065e-05,0.000359878,1
0.0119569,3.86058,0.000492346,3.02308e-05,0.000304915,1
0.00641918,3.01627,0.000705034,7.22255e-05,0.000308847,1
0.0125849,3.67445,0.000976342,0.00013823,0.00100503,1
0.0106521,4.81848,0.00187902,0.00153298,0.00171218,1
0.00746107,3.93588,0.00128281,0.000503081,0.00104395,1
0.0121162,3.73967,0.000688677,6.8786e-05,0.0011171,1
0.00908208,2.75907,7.07284e-05,7.26495e-07,0.00135826,1
0.00912952,2.80141,6.10527e-05,5.41305e-07,0.000731068,1
0.00499272,2.9743,0.000507097,0.000112029,0.00106897,1
0.0116069,5.50005,0.00128055,0.000498887,0.000692167,1
0.0128319,4.01136,0.00114403,0.000189726,0.00022603,1
0.0101297,3.94871,0.000456044,3.01803e-05,0.000567008,1
0.00816083,2.87538,0.000719997,7.52885e-05,0.000324977,1
0.00599575,3.26788,0.00121625,0.000644324,0.000892958,1
0.00819802,4.38793,0.000611832,0.000114312,0.000521271,1
0.00865102,2.68883,0.000500572,3.63928e-05,0.00049473,1
0.00949383,3.51911,0.00100303,0.000146023,0.0010736,1
0.00794268,3.92463,0.000669439,0.000136887,0.00117739,1
0.00481892,2.59319,0.000248161,2.68455e-05,0.000763463,1
0.00690651,2.44149,0.000509762,3.77568e-05,0.000797527,1
0.0105479,3.1722,0.000232709,7.86029e-06,0.00115352,1
0.012656,4.03701,0.000196758,5.61321e-06,0.00113728,1
0.0124798,4.04669,0.00142443,0.000618487,0.000317536,1
0.00845671,5.00145,0.00161595,0.00113462,0.000903022,1
0.0129316,3.90406,0.00127323,0.000235,0.000232809,1
0.00912881,2.63914,0.000499426,3.62235e-05,0.000602065,1
0.0119009,4.52044,6.56901e-05,6.2559e-07,0.000320485,1
0.00816798,2.95886,0.000901723,0.000248414,0.000262073,1
0.00559688,2.9406,0.000538615,0.00012639,0.000749136,1
0.0101197,4.17753,0.000681081,6.73452e-05,0.000641396,1
0.00626016,2.85492,0.00029791,1.28981e-05,0.000850234,1
0.198626,64.5444,0.00306646,0.00121406,0,0
0.185145,78.6174,0.00947502,0.0132758,0,0
0.00808907,2.18397,0.00139726,0.000243805,0.00161253,1
0.00909567,3.77634,0.000556513,4.49505e-05,0.000904547,1
0.00700021,2.41819,0.000398471,2.30705e-05,0.00110549,1
0.00761843,2.86048,0.000179891,4.04005e-06,0.00123439,1
0.0106614,3.70729,0.00070478,6.19554e-05,0.00165809,1
0.0129504,4.06822,0.000267064,8.89283e-06,0.00114402,1
0.0100307,4.11702,0.000388914,2.1958e-05,0.000841954,1
0.0104263,3.80043,0.000431941,2.70711e-05,0.000680553,1
0.00811553,2.6371,0.000843291,8.87903e-05,0.00142369,1
0.0143509,4.82382,0.00110949,0.000153301,0.000891839,1
0.0145845,4.57406,0.000885025,9.75869e-05,0.000303295,1
0.007195,3.07282,0.000384402,2.14658e-05,0.000502246,1
0.0107517,4.06988,0.000100972,1.47897e-06,0.000282055,1
0.00857377,2.86169,0.000702775,6.16558e-05,0.000479487,1
0.00964451,2.88247,0.000495267,3.06214e-05,0.000623337,1
0.0133424,4.11929,0.00155616,0.000301831,0.000534349,1
0.107176,28.0195,0.0218473,0.0503758,0,0
0.145002,39.3172,0.0239172,0.0526182,0,0
0.210837,52.3228,0.0226221,0.0365998,0,0
0.0094192,3.16189,0.00102939,0.000132235,0.00124494,1
0.0118544,4.66003,0.000611371,5.4212e-05,0.00180514,1
0.00925422,3.0728,6.11836e-05,5.43544e-07,0.00157411,1
0.0102079,3.58565,0.000325885,1.32489e-05,0.00137816,1
0.00983572,3.77798,0.00016419,3.36245e-06,0.00157467,1
0.0119586,4.29397,0.000772676,7.44133e-05,0.00107779,1
0.0118334,4.96932,9.93906e-06,1.43273e-08,0.000752575,1
0.00767303,3.00622,0.000657315,6.2776e-05,0.000569826,1
0.0121229,3.80503,0.0013632,0.000231723,0.0005986,1
0.0113473,4.32035,0.000927124,0.000107128,0.000628803,1
0.00942302,2.80183,0.000578718,4.18126e-05,0.00070721,1
0.00804043,3.59115,3.05028e-05,1.3516e-07,0.000298956,1
0.00848985,2.94758,0.000359999,1.88215e-05,0.000335843,1
0.00808907,2.65761,0.000548113,3.75117e-05,0.000524509,1
0.00997424,3.14989,0.000189129,4.46446e-06,0.000438513,1
0.0160215,4.90791,0.00203438,0.000515172,0.000667873,1
0.0153012,6.65073,0.000693093,6.95077e-05,0.000132825,1
0.012871,4.9547,0.000101188,1.48349e-06,0.00184573,1
0.0112703,3.76426,0.000349501,1.77206e-05,0.00132356,1
0.011811,3.93419,0.000211008,5.55238e-06,0.00114105,1
0.0110071,3.62872,0.000955742,0.000113938,0.0013981,1
0.0118334,4.45877,0.000555097,3.83983e-05,0.000659135,1
0.00921631,3.76425,4.36572e-05,2.76688e-07,0.000670483,1
0.00613236,2.77794,0.000798756,9.26985e-05,0.000913491,1
0.0130064,4.35209,0.000526607,3.45631e-05,0.0013441,1
0.0101202,3.12948,0.00119516,0.000178252,0.000970125,1
0.00897336,2.93458,0.000809517,8.18006e-05,0.00131324,1
0.0124593,5.04406,0.000752,8.20158e-05,0.000368442,1
0.00745702,3.02171,8.89854e-05,1.15037e-06,0.000323503,1
0.00766063,2.87252,0.000500775,3.13066e-05,0.000268338,1
0.00841045,2.81458,0.000605924,4.58356e-05,0.00042981,1
0.0153012,4.47266,0.00201158,0.000504012,0.000355985,1
0.0151362,6.40863,0.000286115,1.18543e-05,0.000144475,1
0.0122294,4.00184,0.000505388,3.70378e-05,0.000133438,1
0.00326824,1.43028,0.000718693,0.000225239,0.0011747,1
0.00688791,3.17547,0.000481501,3.36859e-05,0.00105266,1
0.0101838,3.83786,0.00109513,0.000174092,0.00188558,1
0.0118611,3.92056,0.000181831,4.79528e-06,0.000967616,1
0.0128772,5.33289,0.000779138,0.000185143,0.000924626,1
0.00596762,3.61112,0.00115603,0.000582144,0.000976394,1
0.00973678,3.89954,0.000318565,1.47265e-05,0.00130406,1
0.00839877,2.58372,4.6138e-05,3.09212e-07,0.00122662,1
0.013201,4.76814,0.000930834,0.000125527,0.000844858,1
0.0121939,4.25199,0.00148636,0.000673363,0.00082702,1
0.00913239,4.75175,0.000783105,0.000266364,0.000348565,1
0.00667691,2.30475,9.68176e-05,1.36215e-06,0.000465467,1
0.00676489,2.65257,0.000114731,1.91253e-06,0.000419399,1
0.0151362,5.62906,0.00150189,0.000326324,0.000777477,1
0.017174,6.15665,0.000996844,0.000301851,0.00012501,1
0.00654507,3.94505,0.000408102,7.25168e-05,0.000104316,1
0.00990105,4.22191,0.000277329,1.1163e-05,0.000100214,1
0.0122216,5.01535,2.7149e-06,1.06863e-09,0.0010437,1
0.0107689,4.33273,0.000219104,6.96544e-06,0.00146817,1
0.0101471,4.21489,0.000236998,8.1502e-06,0.00143828,1
0.00696349,3.01326,0.00157002,0.000753844,0.00102678,1
0.00963473,2.13217,0.002239,0.00153118,0.0013809,1
0.00959897,4.12577,0.000547784,4.35484e-05,0.00121303,1
0.0106952,4.26455,0.000199273,5.76067e-06,0.00141662,1
0.0137241,5.11834,0.000955742,0.000132274,0.00100502,1
0.00504422,2.42704,0.000160921,7.924e-06,0.000742511,1
0.00986671,4.05751,0.000783842,0.0001875,0.000349538,1
0.0111952,4.21939,0.000991718,0.00014268,0.000674802,1
0.0069809,2.9767,0.000400864,2.33444e-05,0.00034297,1
0.0142944,4.56984,0.00118618,0.000203786,0.000276589,1
0.00986695,4.47015,0.000743189,0.000168676,0.000112592,1
0.00779581,3.0594,0.000575499,0.000101222,8.20245e-05,1
0.00810719,3.44778,0.000469904,3.20628e-05,9.44107e-05,1
0.00923204,3.59701,0.000550505,4.40041e-05,0.000137121,1
0.107024,29.856,0.0080286,0.00688575,0.0343095,0
0.134813,35.1299,0.00912106,0.00830095,0.0225736,0
0.163575,44.3913,0.0136098,0.0169405,0.0341216,0
0.197819,50.2804,0.0153886,0.018423,0.0414862,0
0.210844,50.4039,0.0203218,0.0302421,0.0275956,0
0.229854,53.9535,0.0235869,0.0369469,0.02823,0
0.229956,54.19,0.0238723,0.0375933,0.0213545,0
0.185557,46.6975,0.022934,0.0428334,0.0177989,0
0.0120919,4.14667,0.000151871,2.87554e-06,0.000993267,1
0.00882149,3.19037,0.000121673,2.14964e-06,0.00135481,1
0.0116975,4.30302,0.00119417,0.000206742,0.00106414,1
0.0120702,4.58863,0.000513644,3.28718e-05,0.000896265,1
0.011831,4.27331,0.000635318,5.03106e-05,0.00104999,1
0.0140178,5.20536,0.000551934,3.79202e-05,0.000772382,1
0.00784659,3.56909,0.000745055,8.06184e-05,0.000343391,1
0.0111952,4.4756,0.000188398,5.14795e-06,0.000722315,1
0.00853181,3.03983,0.000489578,2.99178e-05,0.000628658,1
0.00999379,3.65455,0.000435891,2.37012e-05,0.00031575,1
0.0158772,5.43353,0.00127838,0.00020332,0.000439983,1
0.01666,6.92278,9.76872e-05,1.38019e-06,0.000116698,1
0.00840306,3.37853,0.000294847,1.26227e-05,0.000116725,1
0.0099082,3.73483,0.000156996,3.0744e-06,0.000123695,1
0.00853205,3.07164,0.000331977,1.37561e-05,0.000167622,1
0.122182,37.2736,0.00633724,0.00388633,0.0470629,0
0.155034,41.5463,0.00491351,0.00216596,0.0674835,0
0.198843,47.3296,0.00257754,0.000522876,0.0551515,0
0.324875,61.081,0.00686248,0.0022095,0.0820576,0
0.369978,62.0483,0.00542528,0.00121225,0.0982932,0
0.425572,65.4751,0.0106024,0.00419632,0.0496315,0
0.485696,68.4301,0.0119459,0.00434741,0.0568276,0
0.4516,66.8835,0.00781912,0.00206016,0.0877957,0
0.319456,59.9898,0.00254727,0.000316889,0.0779942,0
0.144478,45.6446,0.00296544,0.000839714,0.0308013,0
0.0107555,3.43821,0.000515719,3.85957e-05,0.00145879,1
0.0124662,4.52498,0.0010374,0.000155973,0.00094113,1
0.00976539,3.47207,0.000364871,1.66105e-05,0.00108875,1
0.0121059,4.55468,0.000421963,2.21857e-05,0.00116735,1
0.00906801,3.39261,0.000655079,5.35442e-05,0.000729559,1
0.00742054,2.79606,0.000719949,7.53092e-05,0.000640226,1
0.0114629,3.5784,0.000436226,2.76076e-05,0.000317175,1
0.00928783,3.54265,0.000695056,6.02687e-05,0.000566284,1
0.0113659,4.45871,0.000157533,3.09266e-06,0.000430782,1
0.01666,5.71938,0.0013401,0.000223313,0.000478623,1
0.0146472,6.43494,0.000539944,4.22102e-05,8.797e-05,1
0.0101275,3.74945,5.65271e-05,4.6369e-07,0.000118957,1
0.00842834,3.31155,0.00012586,1.97678e-06,0.00012957,1
0.0087924,3.30855,2.82447e-05,9.95539e-08,0.000144377,1
0.00952387,3.51892,0.000403648,2.03276e-05,0.000164012,1
0.115376,48.6292,0.00449292,0.00527991,0.00209207,0
0.137575,40.2765,0.000853726,7.51345e-05,0.0981564,0
0.155286,42.8529,0.00188038,0.000308989,0.106055,0
0.181522,46.9148,0.00160506,0.000204915,0.124277,0
0.268675,59.4383,0.00748637,0.00289388,0.115084,0
0.292579,61.7512,0.00992715,0.00490619,0.140959,0
0.254752,60.9576,0.0177766,0.017532,0.133479,0
0.399245,64.627,0.012769,0.00646443,0.0870303,0
0.466639,67.3782,0.00930618,0.00282806,0.0790292,0
0.461633,69.2393,0.006026,0.00101947,0.207429,0
0.317751,66.1866,0.00191566,0.000150487,0.191038,0
0.266201,62.1624,0.00648741,0.00256676,0.0844403,0
0.164161,42.9076,0.0152721,0.0203034,0.00448812,0
0.010731,4.05014,0.000443671,2.45434e-05,0.00071893,1
0.0110028,3.95877,0.00074726,6.96281e-05,0.000778486,1
0.00742054,2.79174,0.000499589,3.11606e-05,0.00126413,1
0.00969672,3.91459,2.59761e-05,9.79217e-08,0.000791623,1
0.00928783,3.4553,0.000935817,0.000127122,0.000307586,1
0.0119259,4.07266,0.000722851,6.51448e-05,0.000422399,1
0.0129128,4.86327,0.000429471,2.2972e-05,0.00033592,1
0.0147409,5.92664,0.000611194,4.64423e-05,0.000495408,1
0.0124393,5.44695,5.03873e-06,3.68159e-09,0.000101493,1
0.00813246,3.10454,0.000566381,4.65897e-05,0.000148152,1
0.00811625,3.06888,0.000287008,1.02818e-05,0.000153687,1
0.00825739,3.21274,0.000158363,3.12993e-06,0.000153129,1
0.00894666,3.43562,0.000233972,6.83053e-06,0.000153056,1
0.00907969,3.67945,5.11407e-05,3.79634e-07,0.000139154,1
0.176023,48.0794,0.00889589,0.0124588,0.100264,0
0.140396,44.1545,0.00353704,0.00213086,0.129266,0
0.150563,46.4159,0.00269786,0.00070581,0.171021,0
0.218327,56.4638,0.00517812,0.00189155,0.191654,0
0.23475,60.3957,0.00463887,0.00137111,0.199766,0
0.116111,42.6791,0.00747942,0.0117554,0.18531,0
0.158301,64.2517,0.00759339,0.011343,0.152525,0
0.192568,56.2863,0.00870213,0.00542402,0.106411,0
0.168363,55.6283,0.0117811,0.0129145,0.10095,0
0.244892,64.6702,0.0144976,0.0107487,0.194464,0
0.205136,67.0283,0.00922256,0.0103393,0.2862,0
0.344977,72.8693,0.00472685,0.00137676,0.211729,0
0.290771,61.663,0.0126375,0.00799287,0.0637955,0
0.102258,30.0301,0.0107578,0.0137209,0.00156247,0
0.00729656,2.79643,0.000645236,6.04775e-05,0.000746865,1
0.00969672,3.7477,0.000696587,7.04463e-05,0.000712669,1
0.0129786,5.59046,0.00150365,0.000688085,0.00136473,1
0.0110176,5.19313,0.00182002,0.00100917,0.000605466,1
0.0130513,5.11117,0.000161174,3.76299e-06,0.000833138,1
0.0147116,5.92194,6.24454e-05,5.64249e-07,0.000719335,1
0.0124393,5.35823,0.000754532,8.24969e-05,0.000822166,1
0.00457668,2.27036,0.000352781,3.80897e-05,0.000132905,1
0.00809526,3.41871,0.000619233,0.000117186,0.000134226,1
0.0085609,3.30705,0.000131133,2.49687e-06,0.000118842,1
0.00847864,3.33794,0.000114368,1.89923e-06,0.000136656,1
0.00905252,3.69794,8.89237e-05,1.1479e-06,0.000154495,1
0.00843024,3.11112,0.000753661,0.000173622,0.000166428,1
0.00885892,3.47391,0.000935821,0.000267439,0.000139396,1
0.142127,45.6668,0.00188917,0.000346705,0.107721,0
0.127467,45.2998,0.00632635,0.00794985,0.160934,0
0.12729,40.8301,0.00396941,0.00288388,0.220774,0
0.160449,44.5955,0.00806925,0.00604897,0.232216,0
0.21636,52.4686,8.32801e-05,5.05899e-07,0.242816,0
0.183448,51.5497,0.0060811,0.00305597,0.236756,0
0.119127,62.7504,0.00980638,0.0174945,0.266019,0
0.229539,51.0727,0.0111507,0.00887383,0.140031,0
0.308965,61.6877,0.0254051,0.0298952,0.196182,0
0.243948,73.0721,0.0109632,0.0129907,0.282016,0
0.421387,65.9801,0.00662772,0.00145173,0.157956,0
0.204472,47.9002,0.0192137,0.0286254,0.0022735,0
0.00734735,2.97874,0.000166848,4.04468e-06,0.000696775,1
0.0172405,9.49757,0.00247719,0.00263517,0.000528695,1
0.00561285,2.56668,0.00102239,0.000455503,0.000372839,1
0.0124047,4.09246,0.000721882,7.5555e-05,0.000323503,1
0.0143597,5.14827,0.000323348,1.51386e-05,0.000400022,1
0.00893259,3.34656,0.000828017,9.9537e-05,0.000532984,1
0.00501323,2.85467,0.000161344,1.13468e-05,0.000136789,1
0.00706315,3.90857,0.000247186,2.65994e-05,0.000170837,1
0.00916171,3.6479,0.000181646,4.78977e-06,0.000130458,1
0.0083673,3.39443,1.22427e-05,2.17647e-08,0.000150114,1
0.00894308,3.56479,0.000190017,5.2415e-06,0.00015314,1
0.00837493,4.0216,0.000597991,0.000155591,0.000129328,1
0.00765991,3.92382,0.00136105,0.000805508,0.000192634,1
0.0104885,3.88645,0.000186451,5.04392e-06,0.000198325,1
0.133231,55.4855,0.0159331,0.0326751,0,0
0.117128,35.8251,0.0137678,0.0186289,0.0647775,0
0.157565,46.8452,0.00511796,0.00208768,0.138923,0
0.164188,47.6856,0.00336018,0.000880449,0.209412,0
0.120169,39.9546,0.00335616,0.00120759,0.22295,0
0.124888,41.4066,0.00764156,0.00656367,0.271796,0
0.180473,48.1714,0.00833401,0.0053525,0.265427,0
0.219008,51.9328,0.00250361,0.000431758,0.263002,0
0.172174,46.2022,0.0108977,0.00962407,0.255968,0
0.140213,38.724,0.0133497,0.0167568,0.195644,0
0.136285,34.883,0.0196085,0.0379116,0.162368,0
0.333699,64.2992,0.0287274,0.0366278,0.193817,0
0.308555,70.2998,0.00237429,0.000257099,0.223686,0
0.15371,51.863,0.00571935,0.00311388,0.201266,0
0.36068,62.2791,0.00919957,0.00380126,0.168891,0
0.307957,60.1458,0.0175045,0.0156983,0.0556282,0
0.0144746,5.61183,0.00122572,0.000217391,0.000752827,1
0.00917625,3.66779,0.000194658,5.50123e-06,0.000676334,1
0.0128872,5.13357,0.000662264,5.4601e-05,0.000548475,1
0.0128345,4.43185,0.000971494,0.000117608,0.000398979,1
0.00891876,3.0498,0.000647942,5.24015e-05,0.000575529,1
0.00722599,2.86292,8.72968e-05,1.10706e-06,0.000147662,1
0.00916171,3.69721,6.78948e-05,6.69212e-07,0.000165199,1
0.00888133,3.49116,0.00015552,3.01767e-06,0.000170223,1
0.0086627,3.42767,8.27552e-05,8.54519e-07,0.000160212,1
0.00912404,3.5673,4.83494e-05,2.91642e-07,0.000165017,1
0.00895166,3.57491,0.000144357,3.0253e-06,0.000184646,1
0.00971532,3.90743,9.30778e-05,1.25738e-06,0.0001784,1
0.00946331,3.5854,0.000156377,3.05071e-06,0.000147002,1
0.142339,78.3727,0.0183283,0.0645514,0,0
0.172201,44.1794,0.0161167,0.0220281,0,0
0.118521,43.9798,0.0180297,0.0374736,4.46622e-06,0
0.124642,39.282,0.0018768,0.000376882,0.112527,0
0.186532,47.0074,0.00376331,0.00112399,0.166446,0
0.184846,48.1798,0.00284488,0.000622829,0.229474,0
0.114402,34.2519,0.0125655,0.0158856,0.258158,0
0.129138,47.0083,0.00581021,0.00356419,0.281161,0
0.208049,49.668,0.00392412,0.00113701,0.290808,0
0.209825,50.1744,0.00301933,0.000663114,0.29489,0
0.134317,37.4791,0.0137744,0.0181916,0.290718,0
0.107617,29.321,0.00736659,0.00643856,0.298206,0
0.106526,16.8662,0.0355335,0.132709,0.169863,0
0.308555,62.7986,0.0335458,0.056244,0.213464,0
0.211953,62.2713,0.0129508,0.0120789,0.171207,0
0.13583,45.3304,0.009182,0.00918155,0.154253,0
0.240462,52.5408,0.0176147,0.0212585,0.167072,0
0.304196,59.3057,0.00372046,0.000716238,0.0804267,0
0.149436,40.0649,0.0207119,0.039159,0.000806411,0
0.0135982,5.30165,0.00066534,6.41346e-05,0.000590757,1
0.0163414,5.75611,0.00187155,0.000506289,0.000636396,1
0.0142014,5.46333,0.000724043,6.52272e-05,0.00080287,1
0.00919747,3.26701,0.000537863,3.61019e-05,0.000208917,1
0.00699925,2.36779,0.000842341,8.86087e-05,0.000535869,1
0.00666833,2.24373,2.64059e-05,1.01328e-07,0.00016422,1
0.00888133,3.63785,0.000125405,2.28303e-06,0.000150453,1
0.0095377,3.6061,0.000280066,9.78512e-06,0.000136411,1
0.00908804,3.59818,0.000117738,1.72935e-06,0.000162007,1
0.00970626,3.77545,0.000183007,4.17733e-06,0.00016252,1
0.00954795,3.76731,3.60814e-05,1.88944e-07,0.000192952,1
0.00918269,3.7405,6.91056e-05,6.93199e-07,0.000200802,1
0.00935888,3.57811,9.48272e-05,1.12183e-06,0.000210889,1
0.0096879,3.72434,0.000148154,2.73788e-06,0.000204318,1
0.112096,30.4395,0.00442118,0.00229298,0.00170213,0
0.131413,37.2431,0.00793699,0.00609339,1.15233e-05,0
0.108192,46.1522,0.0280777,0.0874215,0,0
